iteration 3	2.9859e-06	5.6633e-07	1.2265e-06	1.0000e-37	1.0921e-02	1.0551e-03	1.2568e-21	2.0872e-21	8.3039e-22	1.8190e-06	2.2223e-08	4.3291e-07	4.4119e-07	3.2535e-15	3.4243e-11	1.2816e-13	3.3739e-13	4.1612e-07	1.0629e-07	2.1908e-09	1.7639e-09	5.3741e-07	3.5492e-24	2.2369e-09	4.1344e-07	8.5433e-08	6.0236e-08	1.0014e-07	2.8571e-10	1.8095e-09	7.7186e-08	3.2427e-07	9.4028e-08	1.2612e-07	2.4441e-06	8.6407e-07	1.7159e-11	1.0000e-37	1.3110e-04	9.6237e-04	9.8438e-06	2.5171e-05	1.4792e-05	2.9426e-07	3.2551e-06	6.2002e-08	7.6902e-07	1.5229e-07	2.0347e-07	5.1175e-08	1.1379e-05	2.0354e-05	7.6677e-09	1.8545e-10	1.6454e-10	1.2408e-20	6.4064e-10	9.0531e-04	4.3804e-05	4.3704e-06	1.3155e-05	2.4366e-08	1.0000e-37	5.2057e-10	4.2553e-08	5.1792e-06	1.3228e-07	1.3234e-07	4.2187e-08	1.3406e-04	1.4386e-05	4.4173e-06	7.4405e-06	3.0232e-06	9.6799e-19	2.0191e-06	1.3006e-07	4.8894e-13	4.8722e-07	3.4283e-09	2.6193e-09	2.3791e-08	9.9185e-09	3.6329e-08	9.6661e-06	1.1846e-06	2.3972e-05	1.6961e-06	7.0580e-06	5.0967e-10	1.2543e-09	1.0000e-37	4.8910e-08	9.4028e-08
iteration 3	7.4143e-07	2.1316e-07	1.3289e-06	1.0000e-37	1.0921e-02	1.0654e-03	1.0000e-37	1.0000e-37	1.0000e-37	8.1720e-07	3.2688e-08	3.0430e-07	1.5395e-09	2.5067e-20	5.4801e-14	2.1820e-17	9.0490e-17	2.7181e-07	1.6039e-10	1.1123e-09	4.6185e-12	2.8453e-07	1.0000e-37	7.0052e-12	1.3881e-07	3.5936e-10	8.3353e-10	1.3931e-09	4.0679e-12	7.4198e-12	8.5690e-09	5.0506e-08	1.5255e-08	2.1414e-08	1.1250e-06	4.1445e-07	1.2931e-13	1.0000e-37	1.2465e-04	1.1201e-03	2.2985e-06	6.1477e-06	3.4096e-06	9.7498e-09	2.8781e-06	1.2394e-07	7.0724e-07	1.4405e-07	1.9254e-07	4.8492e-08	1.1197e-05	2.0096e-05	3.1440e-11	1.3751e-10	1.2150e-10	3.6468e-23	3.5180e-12	9.0531e-04	4.3597e-05	6.3531e-08	1.9123e-07	6.5267e-08	1.0000e-37	7.1663e-10	9.9427e-09	4.9449e-06	3.4027e-07	1.2805e-08	1.0852e-07	1.3632e-04	9.9051e-06	7.1229e-06	1.2052e-05	4.9293e-06	7.3069e-22	6.3173e-07	1.2527e-08	1.2657e-15	1.5244e-07	5.0433e-09	4.1942e-09	3.8096e-08	1.5734e-08	5.8025e-08	2.4485e-06	1.1972e-06	6.0724e-06	1.7180e-06	6.4643e-06	1.3330e-12	3.2855e-12	1.0000e-37	2.4375e-10	1.5255e-08
iteration 3	3.2515e-07	1.4405e-09	1.2927e-06	1.0000e-37	1.0921e-02	1.0235e-03	1.0000e-37	1.0000e-37	1.0000e-37	3.8490e-07	2.9932e-08	1.9221e-07	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.6575e-07	1.0000e-37	3.0037e-10	1.2113e-14	1.6689e-07	1.0000e-37	2.0402e-14	5.5479e-09	2.0898e-12	2.5002e-11	4.1788e-11	1.0000e-37	3.7178e-14	1.5062e-09	9.5352e-09	2.7208e-09	5.0489e-09	4.4418e-07	1.7497e-07	1.8723e-15	1.0000e-37	1.1251e-04	1.1150e-03	7.0760e-07	2.0243e-06	9.4958e-07	5.2550e-10	1.7489e-06	1.7986e-07	4.3636e-07	9.4709e-08	1.2646e-07	3.1750e-08	1.0284e-05	1.8492e-05	1.5753e-13	1.9786e-11	1.6944e-11	1.0000e-37	1.0000e-37	9.0531e-04	4.0255e-05	7.2143e-10	2.1715e-09	9.5953e-08	1.0000e-37	4.0413e-10	2.3283e-09	3.0766e-06	4.5117e-07	1.3557e-09	1.4388e-07	1.2686e-04	5.2165e-06	6.3206e-06	1.1205e-05	4.8840e-06	1.0000e-37	2.0594e-07	1.9607e-09	1.0000e-37	4.9697e-08	4.6176e-09	2.9410e-09	2.6713e-08	1.0179e-08	3.9833e-08	4.7413e-07	1.1137e-06	1.1758e-06	1.5990e-06	4.0414e-06	3.4962e-15	8.6171e-15	1.0000e-37	1.3373e-12	2.7208e-09
iteration 3	5.8145e-11	8.6141e-15	8.2343e-07	1.0000e-37	1.0921e-02	2.4927e-06	1.0000e-37	1.0000e-37	1.0000e-37	1.9244e-09	2.8987e-12	1.5372e-10	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	2.0583e-10	1.0000e-37	3.4529e-13	4.7991e-20	2.5316e-10	1.0000e-37	5.9978e-20	2.1390e-13	2.4211e-17	5.1681e-16	8.7482e-16	1.0000e-37	1.8381e-19	2.3241e-13	1.4347e-12	4.5152e-13	1.0574e-12	1.2436e-09	4.1761e-10	1.6692e-20	1.0000e-37	7.3732e-08	8.0782e-07	1.5185e-10	4.7951e-10	1.3938e-10	1.8155e-14	5.8669e-10	9.4702e-11	1.4258e-10	5.0650e-11	6.7434e-11	1.6784e-11	1.3586e-08	2.2180e-08	7.7888e-19	1.8605e-15	1.0831e-15	1.0000e-37	1.0000e-37	9.0531e-04	4.1013e-08	1.0280e-14	3.0943e-14	7.3284e-11	1.0000e-37	1.7334e-13	3.5966e-13	9.3229e-10	3.7134e-10	1.0907e-13	1.1843e-10	1.0165e-07	1.6705e-09	2.6857e-09	5.7614e-09	3.0758e-09	1.0000e-37	3.5814e-11	2.9696e-13	1.0000e-37	8.6425e-12	4.4712e-13	1.6675e-13	1.5146e-12	8.6232e-13	2.5436e-12	7.4979e-11	8.8159e-10	1.8595e-10	1.2674e-09	1.3952e-09	1.3851e-20	3.4139e-20	1.0000e-37	1.7953e-17	4.5152e-13
iteration 3	2.0431e-12	2.4988e-17	4.5496e-07	1.0000e-37	1.0921e-02	1.5086e-06	1.0000e-37	1.0000e-37	1.0000e-37	5.2247e-10	3.3879e-13	4.1483e-11	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	5.5578e-11	1.0000e-37	2.1256e-14	2.2810e-22	7.0061e-11	1.0000e-37	3.9675e-23	1.5775e-14	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.3480e-25	7.3142e-18	1.9289e-16	2.0185e-15	4.2846e-16	2.9326e-10	9.8107e-11	1.7230e-27	1.0000e-37	3.0099e-08	5.1178e-07	7.3369e-14	5.9851e-11	4.2423e-14	2.6420e-18	1.6886e-10	1.4075e-13	4.3633e-11	2.1829e-13	2.9165e-13	7.3365e-14	5.9459e-09	9.8438e-09	5.7120e-25	1.2191e-16	7.6578e-17	1.0000e-37	1.0000e-37	9.0531e-04	1.8810e-08	1.9613e-18	5.9034e-18	1.3106e-12	1.0000e-37	5.5436e-17	1.4273e-16	2.9552e-10	6.0647e-12	3.5187e-17	1.9341e-12	4.9247e-08	7.4814e-12	4.3387e-11	1.1746e-10	7.4075e-11	1.0000e-37	1.8631e-13	3.7635e-17	1.0000e-37	4.4960e-14	5.2258e-14	2.4272e-16	2.2047e-15	1.3261e-15	3.7735e-15	1.1304e-12	4.0699e-10	2.8034e-12	5.8177e-10	3.9762e-10	6.5834e-23	1.6226e-22	1.0000e-37	1.0000e-37	2.0185e-15
iteration 3	8.3760e-15	1.3968e-20	5.0891e-08	1.0000e-37	1.0921e-02	2.5125e-07	1.0000e-37	1.0000e-37	1.0000e-37	2.8492e-11	1.0000e-37	2.2540e-12	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	3.0198e-12	1.0000e-37	2.3954e-16	1.0000e-37	4.0536e-12	1.0000e-37	2.2688e-26	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.5853e-31	3.3315e-18	1.0945e-16	1.0000e-37	1.1414e-11	3.8131e-12	1.0000e-37	1.0000e-37	1.7835e-09	5.9161e-08	1.0627e-23	2.1220e-12	4.7454e-24	1.0000e-37	8.0046e-12	1.3479e-22	2.2234e-12	1.2264e-21	1.6550e-21	4.2852e-22	3.8356e-10	6.3879e-10	1.0000e-37	1.4508e-18	1.0228e-18	1.0000e-37	1.0000e-37	9.0531e-04	1.2549e-09	1.0000e-37	1.0000e-37	1.6215e-14	1.0000e-37	2.6010e-28	6.5761e-19	1.5916e-11	6.1552e-18	3.9419e-27	1.9630e-18	3.5721e-09	1.0000e-37	7.4040e-17	2.3205e-16	1.5801e-16	1.0000e-37	6.6160e-20	2.0215e-31	1.0000e-37	1.5965e-20	1.0000e-37	2.1862e-25	1.9857e-24	1.4009e-24	3.6053e-24	1.0142e-17	2.9058e-11	2.5152e-17	4.0626e-11	1.9163e-11	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0945e-16
iteration 3	2.1038e-17	1.0793e-23	3.8952e-09	1.0000e-37	1.0921e-02	2.4317e-08	1.0000e-37	1.0000e-37	1.0000e-37	1.4662e-12	1.0000e-37	1.1599e-13	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.5540e-13	1.0000e-37	1.7006e-18	1.0000e-37	2.7363e-13	1.0000e-37	1.0216e-29	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	3.1522e-20	4.0277e-18	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.1406e-10	5.9898e-09	3.3411e-37	5.8096e-14	1.3832e-37	1.0000e-37	2.2044e-13	4.9720e-35	6.4818e-14	2.3938e-33	3.2603e-33	8.6649e-34	2.6554e-11	4.4121e-11	1.0000e-37	1.0347e-20	8.0335e-21	1.0000e-37	1.0000e-37	9.0531e-04	8.6786e-11	1.0000e-37	1.0000e-37	4.0811e-16	1.0000e-37	1.0000e-37	5.0632e-21	4.9418e-13	1.1851e-25	1.0000e-37	3.7796e-26	2.4739e-10	1.0000e-37	8.2031e-25	2.7554e-24	1.9351e-24	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	7.3504e-38	6.6488e-37	5.8804e-37	1.3264e-36	1.0000e-37	2.2336e-12	1.0000e-37	2.9769e-12	5.5804e-13	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	4.0277e-18
iteration 3	8.6261e-20	9.5713e-27	4.3146e-10	1.0000e-37	1.0921e-02	2.7783e-09	1.0000e-37	1.0000e-37	1.0000e-37	8.3794e-14	1.0000e-37	6.6290e-15	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	8.8812e-15	1.0000e-37	1.2455e-20	1.0000e-37	2.9828e-14	1.0000e-37	8.9787e-33	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.1494e-21	2.2781e-19	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.2080e-11	5.7561e-10	2.2975e-35	2.3398e-15	9.2218e-36	1.0000e-37	6.0157e-15	7.2507e-33	1.9278e-15	2.7379e-31	3.6709e-31	9.3294e-32	2.8800e-12	4.7563e-12	1.0000e-37	6.8074e-23	5.0463e-23	1.0000e-37	1.0000e-37	9.0531e-04	9.2515e-12	1.0000e-37	1.0000e-37	1.3741e-17	1.0000e-37	1.0000e-37	4.4543e-23	1.6778e-14	6.8122e-24	1.0000e-37	2.1725e-24	2.5583e-11	1.0000e-37	2.1482e-24	7.2739e-24	5.1257e-24	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0973e-35	9.9667e-35	8.2886e-35	1.9353e-34	1.0000e-37	2.6020e-13	1.0000e-37	3.2839e-13	1.6965e-14	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	2.2781e-19
iteration 3	1.9326e-17	6.0406e-25	4.9269e-07	1.0000e-37	1.0921e-02	1.7185e-06	1.0000e-37	1.0000e-37	1.0000e-37	1.1942e-10	1.0000e-37	9.4653e-12	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.2681e-11	1.0000e-37	4.0286e-18	1.0000e-37	1.3590e-10	1.0000e-37	5.7673e-31	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	2.4578e-18	3.3491e-16	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	4.6657e-08	3.0208e-06	1.0000e-37	3.3339e-12	1.0000e-37	1.0000e-37	1.1798e-11	1.0000e-37	4.4251e-12	6.6586e-39	9.9878e-39	3.3293e-39	1.2936e-08	2.0092e-08	1.0000e-37	1.8849e-20	1.0000e-37	1.0000e-37	1.0000e-37	9.0531e-04	3.5512e-08	1.0000e-37	1.0000e-37	1.8406e-14	1.0000e-37	1.0000e-37	2.7408e-20	4.5711e-11	1.6004e-26	1.0000e-37	5.1038e-27	8.8330e-08	1.0000e-37	5.7464e-28	2.0021e-27	1.4274e-27	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.2996e-09	1.0000e-37	1.5704e-09	4.0054e-11	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	3.3491e-16
iteration 3	4.0826e-19	8.5841e-27	4.4432e-07	1.0000e-37	1.0921e-02	1.4658e-06	1.0000e-37	1.0000e-37	1.0000e-37	2.6298e-11	1.0000e-37	2.0804e-12	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	2.7873e-12	1.0000e-37	2.1362e-19	1.0000e-37	1.3568e-10	1.0000e-37	8.2820e-33	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	5.3227e-19	7.4836e-17	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	3.0885e-08	2.2543e-06	1.0000e-37	9.0947e-13	1.0000e-37	1.0000e-37	7.5675e-12	1.0000e-37	3.2017e-12	1.0000e-37	1.0000e-37	1.0000e-37	1.1585e-08	1.7389e-08	1.0000e-37	7.5461e-22	1.0000e-37	1.0000e-37	1.0000e-37	9.0531e-04	2.9388e-08	1.0000e-37	1.0000e-37	1.2884e-14	1.0000e-37	1.0000e-37	3.5249e-21	3.6706e-11	6.2307e-30	1.0000e-37	1.9871e-30	6.9173e-08	1.0000e-37	1.2654e-32	4.4766e-32	3.2112e-32	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	1.1130e-09	1.0000e-37	1.3498e-09	2.9583e-11	1.0000e-37	1.0000e-37	1.0000e-37	1.0000e-37	7.4836e-17
